id,name,nationality,city,latitude,longitude,gender,ethnic.group,age,english.grade,math.grade,sciences.grade,language.grade,portfolio.rating,coverletter.rating,refletter.rating,GPA
546,Rita,Italy,Naples,-4.5,-176.16,F,North African,23,3.4,3.1,3.8,3.1,5,5,3,3.35
2210,Wu Jia,China,Beijing,14.7,-157.4,M,Han,18,3.2,3.2,3.9,3.1,1,1,1,3.35
1738,Hong Minh,Vietnam,Đà Nẵng,31.41,4.13,F,Thai,28,4.5,3.8,2.0,3.1,5,3,2,3.35
17,Ericka Arreola,Mexico,Mexico,19.43,-99.14,other,Asian,23,3.1,3.5,2.8,4.0,4,3,4,3.3499999999999996
487,Max,Germany,Hamburg,-42.11,86.6,M,Turkish,30,3.6,3.8,3.8,2.2,2,5,1,3.3499999999999996
517,Ravindra,India,Bangalore,-13.16,142.0,F,Other,23,4.6,3.4,1.6,3.7,2,1,5,3.325
687,Madison,Canada,Calgary,-20.5,115.74,M,Canadian,28,4.3,2.5,1.7,4.8,2,3,2,3.325
183,Isabella Martinez,Colombia,Bogotá,4.65,-74.06,F,NAN,23,2.6,4.0,2.7,4.0,3,4,3,3.325
165,Corey Rademacher,Ukraine,Chernihiv,51.51,31.28,M,NAN,22,3.1,3.3,3.9,3.0,4,5,4,3.325
854,Caleb,United States of America,Chicago,75.26,-32.66,M,Native American,29,4.4,2.5,5.0,1.4,4,1,1,3.325
498,Leonardo,Argentina,Buenos Aires,88.51,-93.6,M,Indigenous,19,3.7,4.5,2.5,2.6,4,5,5,3.3249999999999997
97,William Pablo,Japan,Kashiwara,34.58,135.62,M,Korean,24,2.9,3.3,3.1,4.0,2,5,4,3.3249999999999997
1464,Chiyo,Japan,Kyoto,38.55,144.03,F,Korean,18,3.8,4.9,2.1,2.5,3,1,4,3.3249999999999997
991,Jackie,United States of America,Phoenix,-18.85,-155.93,F,Asian,29,3.9,3.3,2.1,4.0,1,3,1,3.3249999999999997
485,Kien Trung,Vietnam,Nha Trang,-70.74,-162.86,M,Muong,23,4.9,4.7,2.3,1.3,1,1,4,3.3000000000000007
67,Lindsey Job,United States of America,Los Angeles,34.05,-118.24,F,Asian,23,2.7,3.7,1.8,5.0,4,5,4,3.3000000000000003
332,Jin,South Korea,Gwangju,-79.43,-86.48,M,Japanese,19,2.3,4.5,4.5,1.9,5,3,2,3.3000000000000003
1039,Sonali,India,Delhi,-0.95,-82.55,M,Other,29,2.7,1.2,4.9,4.4,5,3,2,3.3000000000000003
370,Mohamed,Egypt,Giza,81.69,-147.69,F,Other,27,4.4,3.2,3.6,2.0,4,4,1,3.3000000000000003
1790,Youssef,Egypt,Aswan,-52.95,-73.79,M,Other,18,3.9,4.4,3.7,1.2,1,3,5,3.3
402,Béatrice,France,Marseille,-41.36,-144.58,M,French,26,3.5,2.6,3.6,3.5,1,1,1,3.3
236,Max Flores,Mexico,Tijuana,32.53,-117.02,M,White,23,3.9,2.8,2.5,4.0,4,5,5,3.3
185,Adrian Miguel-Gomez,Colombia,Medellín,6.25,-75.56,M,NAN,22,3.7,3.3,2.2,4.0,4,4,5,3.3
6,Joey Abreu,China,Shenyang,41.79,123.43,M,Han,22,3.7,3.9,3.6,2.0,5,5,5,3.3
1513,Yuto,Japan,Nagoya,9.97,-126.79,M,Ainu,30,5.0,1.1,2.4,4.7,2,2,2,3.3
1356,Vsevolod,Russia,Yekaterinburg,-85.7,91.23,F,Russian,30,4.6,3.2,3.1,2.3,5,5,5,3.3
1285,Bao An,Vietnam,Hồ Chí Minh,-63.89,136.42,F,Thai,21,3.7,4.0,1.4,4.1,1,3,1,3.3
602,Danielle,Brazil,São Paulo,74.17,44.45,F,Pardo,27,4.0,1.3,3.6,4.3,5,5,5,3.3
213,Adolf Malik,Korea (Republic of),Seoul,37.6,126.98,M,NAN,21,3.1,3.5,3.6,3.0,4,4,3,3.3
1455,Horacio,Argentina,Rosario,-83.2,127.26,M,African,18,4.4,1.3,3.0,4.5,1,3,4,3.3
744,Vinay,India,Bangalore,61.5,153.82,M,Hindu,27,3.1,3.5,4.3,2.3,5,2,2,3.3
335,Bob,United States of America,New York,27.93,89.95,M,Black or African American,29,1.3,3.8,4.0,4.1,5,1,5,3.3
1325,Karan,India,Kolkata,-50.36,137.25,M,Other,22,3.7,4.7,2.9,1.8,2,3,5,3.2750000000000004
1785,Ami,Japan,Sapporo,41.21,96.47,M,Ainu,27,2.7,4.6,3.6,2.2,3,3,2,3.2750000000000004
369,Jaime,Mexico,Mexico City,-51.22,29.42,F,Asian,20,2.5,1.9,3.9,4.8,3,5,1,3.2750000000000004
735,Liliana,Argentina,Cordoba,49.46,138.98,M,White,28,2.9,4.4,3.1,2.7,1,3,5,3.2750000000000004
752,François,France,Marseille,87.8,163.4,M,Arab,18,1.3,3.2,3.9,4.7,2,2,3,3.2750000000000004
234,Tiffany Nguyen,Thailand,Bangkok,13.75,100.5,F,NAN,22,3.3,3.9,3.9,2.0,5,4,5,3.275
7,Preston Suarez,Brazil,São Paulo,-23.47,-46.67,M,White,22,3.8,3.7,3.6,2.0,5,5,4,3.275
974,Fernanda,Brazil,Brasília,22.07,143.95,M,Black,18,3.5,2.7,2.5,4.4,4,2,1,3.275
445,Andrew,United States of America,New York,-14.93,-134.83,M,Native American,24,2.9,4.8,2.0,3.4,1,4,4,3.275
271,Jasmine Lopez,Brazil,Guaxupé,-21.3,-46.7,F,Pardo,21,3.8,3.8,1.5,4.0,4,3,4,3.275
152,Shawn O Bryan,United States of America,Fairfield,38.25,-122.04,M,Asian,23,2.9,3.7,1.5,5.0,3,5,3,3.275
403,Ezequiel,Argentina,Rosario,36.81,129.27,F,Arab,23,2.8,1.7,4.2,4.4,2,4,3,3.275
595,Vineet,India,Kolkata,43.8,175.03,M,Hindu,22,2.4,4.8,2.7,3.2,1,5,2,3.2749999999999995
924,Ricardo,Mexico,Guadalajara,43.94,155.58,F,Mestizo,29,2.8,4.6,1.9,3.8,4,1,1,3.2749999999999995
637,Khong Hieu,Vietnam,Cần Thơ,-28.02,-158.72,M,Kinh,19,2.4,2.2,3.5,4.9,3,5,3,3.25
387,Tessa,Canada,Toronto,-74.87,81.52,M,English,24,4.8,3.7,1.1,3.4,4,2,5,3.25
401,Thomas,United States of America,New York,51.03,-90.82,M,Hispanic or Latino,23,3.5,3.4,2.1,4.0,5,5,2,3.25
172,Aaqil el-Hashemi,India,Bangalore,12.98,77.58,M,Muslim,21,3.4,3.0,3.6,3.0,5,5,4,3.25
99,Antonio Desai,Japan,Kawasaki,35.52,139.72,M,Korean,24,2.2,3.9,3.9,3.0,5,4,5,3.25
20,Rojesh Her,Japan,Tokyo,35.69,139.75,M,Ryukyuans,22,3.8,3.6,3.6,2.0,4,4,3,3.25
1147,Paolo,Italy,Milan,-49.53,129.72,F,Italian,18,4.3,2.4,3.8,2.5,1,5,1,3.25
1616,Takahiro,Japan,Kyoto,-70.9,7.92,F,Japanese,22,3.3,1.6,4.3,3.8,5,1,1,3.25
1525,Agustin,Argentina,Buenos Aires,15.18,163.15,M,White,28,3.9,1.3,4.7,3.1,2,3,5,3.25
327,Kazuya,Japan,Tokyo,-31.15,-156.8,M,Korean,18,3.2,2.8,2.8,4.2,3,2,5,3.25
1542,Stefania,Italy,Rome,-53.77,133.38,M,Italian,29,4.9,2.0,1.4,4.7,3,1,5,3.25
691,Krishna,India,Delhi,5.48,12.74,F,Muslim,25,1.7,1.5,5.0,4.8,2,4,3,3.25
1550,Zhang Hua,China,Shanghai,47.32,-87.54,M,Tibetan,28,4.3,3.5,4.1,1.1,3,3,3,3.2499999999999996
784,Sakura,Japan,Tokyo,28.49,54.29,F,Chinese,23,1.1,4.1,3.7,4.1,1,3,1,3.2499999999999996
973,Tim,Germany,Berlin,21.78,-148.31,M,Kurdish,23,3.6,3.7,1.3,4.3,2,1,4,3.2250000000000005
665,Silvia,Argentina,Cordoba,51.85,32.43,F,Indigenous,18,3.7,1.3,3.5,4.4,3,2,2,3.225
215,Asad el-Yacoub,India,Thana,19.2,72.97,M,Christian,22,2.6,3.3,4.0,3.0,5,4,4,3.225
288,Weldon Hightower,United States of America,New York,40.71,-74.01,M,Hispanic or Latino,20,2.6,2.1,3.2,5.0,4,5,5,3.225
723,Zhao Ling,China,Chengdu,-9.29,142.35,F,Tibetan,25,3.9,2.7,4.4,1.9,5,3,3,3.225
471,Rohit,India,Kolkata,38.21,-137.34,F,Muslim,21,4.4,1.9,1.6,5.0,3,4,4,3.225
1532,Peyton,Australia,Perth,-26.55,-52.78,F,Scottish,20,1.4,2.6,4.4,4.5,1,3,4,3.225
827,Ilaria,Italy,Florence,-54.79,25.95,F,Albanian,21,1.7,4.8,1.8,4.6,3,1,4,3.225
465,Miguel,Mexico,Tijuana,35.78,129.65,M,Black,25,1.2,4.3,4.4,3.0,2,4,3,3.225
627,Tomoko,Japan,Kyoto,10.51,138.62,F,Japanese,28,3.1,4.6,3.0,2.2,4,2,5,3.2249999999999996
279,Jennifer Hauge,United States of America,Los Angeles,34.05,-118.24,F,Black or African American,23,2.6,3.0,2.3,5.0,4,4,4,3.2249999999999996
70,Sheyenne Delgado-Manzanares,Cuba,Manzanillo,20.34,-77.12,F,,21,3.9,2.8,3.2,3.0,4,4,5,3.2249999999999996
1984,Kenta,Japan,Osaka,70.8,-81.41,F,Ryukyuans,28,3.3,3.9,4.0,1.7,3,1,3,3.2249999999999996
53,Moira Buttitto,United States of America,Los Angeles,34.05,-118.24,F,Hispanic or Latino,23,1.9,2.8,3.2,5.0,4,5,5,3.2249999999999996
822,Minjae,South Korea,Incheon,25.5,-98.16,F,Japanese,21,2.3,3.5,2.9,4.2,2,3,3,3.2249999999999996
656,Thi Nguyen,Vietnam,Hà Nội,23.27,57.54,F,Muong,24,1.0,2.9,4.8,4.2,3,4,1,3.2249999999999996
705,Saki,Japan,Sapporo,64.83,-17.01,M,Ainu,21,3.6,1.9,2.8,4.5,2,4,5,3.2
187,Haafiza al-Attar,Morocco,Rabat,34.01,-6.84,F,NAN,21,2.4,3.6,3.8,3.0,3,5,3,3.2
592,Jiho,South Korea,Incheon,19.77,-164.93,F,Chinese,22,2.3,4.5,2.8,3.2,5,1,1,3.2
792,Luis Fernando,Mexico,Guadalajara,-53.77,-163.5,M,White,30,4.9,2.4,4.2,1.3,3,5,4,3.2
36,Daniel Garcia,Peru,Lima,-12.05,-77.05,M,NAN,22,3.7,3.1,3.0,3.0,5,5,5,3.2
574,Friedrich,Germany,Hamburg,77.62,173.65,F,Turkish,22,1.3,3.5,3.6,4.4,2,5,4,3.2
68,Gabrielle Smith,Korea (Republic of),No infor,37.6,126.98,F,,23,4.0,3.0,2.8,3.0,2,2,4,3.2
396,Igor,Russia,Nizhny Novgorod,-30.01,-168.51,M,Tatar,19,2.9,3.8,1.1,5.0,3,3,2,3.1999999999999997
380,Martine,France,Lyon,-8.84,-122.91,F,Asian,23,3.5,3.2,2.5,3.6,2,1,1,3.1999999999999997
1066,Eva,Germany,Hamburg,28.31,82.69,F,Turkish,30,3.3,1.5,3.4,4.6,4,4,5,3.1999999999999997
413,Mira,Egypt,Alexandria,38.77,-63.84,F,Berber,24,3.3,1.7,3.2,4.6,3,2,1,3.1999999999999997
1735,Mario,Italy,Rome,-65.28,-49.6,M,North African,29,3.6,2.8,1.9,4.4,3,1,3,3.1750000000000003
828,Shailendra,India,Kolkata,-15.51,-105.85,M,Sikh,25,3.7,1.1,3.3,4.6,2,3,1,3.1750000000000003
926,Liang Yun,China,Guangzhou,-36.0,-11.45,F,Tibetan,21,1.1,4.9,4.3,2.4,5,3,2,3.1750000000000003
626,Seungwoo,South Korea,Incheon,-40.28,-122.48,M,Chinese,28,2.5,4.6,4.2,1.4,5,5,1,3.1750000000000003
1873,Seungmin,South Korea,Incheon,49.15,33.04,M,Korean,28,4.2,4.9,1.1,2.5,1,3,1,3.1750000000000003
8,Lee Dong,Philippines,Manila,14.6,120.98,F,NAN,24,3.9,3.6,3.2,2.0,4,3,5,3.175
818,Zhou Ying,China,Chengdu,-7.99,-170.14,M,Uighur,26,3.8,3.3,3.4,2.2,3,1,5,3.175
105,Jamie Ortiz,El Salvador,Nueva San Salvador,13.68,-89.28,F,NAN,23,3.3,2.9,3.5,3.0,4,4,4,3.175
1469,Nathalie,France,Toulouse,-38.27,49.48,M,French,29,3.9,3.1,1.7,4.0,4,2,4,3.175
353,Ana,Brazil,Fortaleza,47.5,131.74,M,Black,18,1.3,3.9,5.0,2.5,4,5,3,3.175
216,Holly Marshall,United States of America,San Francisco,37.77,-122.42,F,Black or African American,22,3.0,2.7,2.0,5.0,3,4,4,3.175
346,Truong Anh,Vietnam,Đà Nẵng,0.82,-102.7,M,Kinh,24,3.0,2.8,4.7,2.2,5,4,1,3.175
873,Ashok,India,Mumbai,-12.85,19.48,M,Other,18,3.7,2.9,2.1,4.0,1,3,5,3.175
145,Luisa Bautista,Mexico,Mexico,19.43,-99.14,F,Black,21,3.3,3.0,3.4,3.0,4,4,4,3.175
2005,Hu Xin,China,Guangzhou,79.44,-14.17,M,Uighur,27,2.3,2.9,3.4,4.1,4,3,1,3.175
2075,Rania,Egypt,Alexandria,60.94,-73.71,M,Bedouin,26,2.8,2.6,3.0,4.3,2,1,1,3.175
702,Valentina,Russia,Moscow,24.55,-121.37,F,Russian,28,1.9,2.4,4.2,4.2,3,2,5,3.175
1286,Sun Hong,China,Shenzhen,-27.43,178.77,F,Han,26,2.2,4.1,3.9,2.5,4,1,4,3.175
1796,Deepak,India,Delhi,40.46,-69.93,M,Christian,29,3.7,3.6,1.7,3.7,4,5,1,3.175
1514,Giorgio,Italy,Naples,-28.31,170.25,F,Albanian,22,2.0,2.6,3.7,4.3,5,4,2,3.1500000000000004
922,Alexander,Canada,Vancouver,-64.28,-95.71,F,Canadian,23,3.4,3.6,4.6,1.0,5,1,5,3.15
1295,Gao Lei,China,Shanghai,-69.31,-145.78,F,Zhuang,24,3.0,1.9,3.1,4.6,1,3,4,3.15
925,Svetlana,Russia,Nizhny Novgorod,-71.4,37.28,F,Bashkir,24,3.9,2.5,4.3,1.9,4,4,2,3.15
1015,Francesca,Italy,Florence,-57.17,94.33,M,Italian,21,3.6,1.6,3.8,3.6,2,3,4,3.15
178,Latino Calderon,Mexico,Hermosillo,29.07,-110.97,M,Mestizo,23,3.6,3.0,3.0,3.0,5,4,4,3.15
1388,Daisuke,Japan,Osaka,42.44,60.85,F,Chinese,29,3.5,3.0,2.2,3.9,1,3,2,3.15
506,Soojin,South Korea,Gwangju,17.62,-70.59,M,Other,28,3.3,2.5,3.7,3.1,2,1,4,3.15
430,Alexei,Russia,Moscow,44.51,-100.22,F,Russian,29,3.0,3.0,4.9,1.7,3,3,3,3.15
110,Maryah Falloon,United States of America,Phoenix,33.45,-112.07,F,White,23,0.0,3.7,3.9,5.0,3,4,5,3.15
569,Pablo,Argentina,Cordoba,-21.12,-83.82,F,Indigenous,23,3.7,3.7,1.2,4.0,1,3,2,3.15
479,Viktor,Russia,Novosibirsk,-86.82,-97.61,M,Tatar,23,3.2,1.9,4.9,2.6,3,5,1,3.15
890,Alberto,Italy,Turin,-3.31,-103.16,F,Italian,26,4.0,2.9,3.2,2.4,4,2,1,3.1250000000000004
763,Evgeny,Russia,Nizhny Novgorod,73.32,-3.23,F,Tatar,23,4.9,3.0,2.2,2.4,3,4,4,3.1250000000000004
371,Maxim,Russia,Nizhny Novgorod,56.11,60.32,M,Tatar,18,4.8,1.1,2.7,3.9,5,5,3,3.1250000000000004
1141,Wu Lan,China,Beijing,-38.45,-40.44,F,Tibetan,24,1.2,4.6,2.1,4.6,2,3,5,3.125
226,Abigail Gallegos,Brazil,Belém,-1.45,-48.48,F,White,24,3.4,3.0,2.1,4.0,3,3,4,3.125
539,Madhuri,India,Bangalore,54.56,113.03,M,Hindu,20,3.8,4.9,1.6,2.2,2,2,5,3.125
189,Emma Kim,China,Hengshui,37.73,115.7,F,Zhuang,22,2.8,3.9,3.8,2.0,4,4,4,3.125
1453,Li Ping,China,Guangzhou,-86.43,-6.44,F,Uighur,23,4.4,1.4,4.5,2.2,5,1,3,3.125
710,Laura,Italy,Turin,-19.62,151.81,M,Romanian,21,4.6,4.7,2.0,1.2,1,4,4,3.125
591,Samuel,United States of America,Houston,89.06,13.76,M,Black or African American,24,1.2,2.3,4.8,4.2,5,3,5,3.125
600,William,United States of America,Chicago,-30.2,-75.04,F,Hispanic or Latino,23,3.6,3.0,2.0,3.9,2,1,3,3.125
399,Gia Bao,Vietnam,Đà Nẵng,-88.57,-41.61,F,H'mong,23,1.2,2.9,3.8,4.6,2,2,2,3.125
386,Zhou Ming,China,Beijing,17.76,138.59,M,Mongol,30,1.3,2.3,4.4,4.5,5,4,5,3.125
319,Michel,France,Lyon,-71.09,-32.78,F,French,18,1.5,4.6,4.8,1.6,3,5,1,3.1249999999999996
446,Cooper,United States of America,Houston,-10.97,51.26,F,Black or African American,21,4.9,1.4,2.8,3.3,1,3,4,3.1000000000000005
443,Gabriela,Mexico,Cancun,-87.75,-40.59,F,Asian,28,2.8,3.2,3.0,3.4,3,5,1,3.1
731,Mariam,Egypt,Aswan,16.32,-142.81,M,Bedouin,25,4.0,3.7,2.3,2.4,5,5,3,3.1
52,Zachary Bradley,Spain,Madrid,40.41,-3.69,M,NAN,21,3.5,3.5,3.4,2.0,3,5,5,3.1
1292,Wang Qi,China,Chengdu,86.45,-40.3,M,Zhuang,19,2.4,4.1,3.3,2.6,2,2,1,3.1
198,Sabaaha al-Latif,India,Bangalore,12.98,77.58,F,Sikh,22,3.7,2.7,3.0,3.0,5,3,5,3.1
947,Hyejin,South Korea,Daegu,58.56,176.5,F,Chinese,29,4.7,3.5,2.8,1.4,4,2,5,3.1
881,Juliana,Argentina,Buenos Aires,-30.05,107.13,M,Indigenous,27,3.2,4.8,2.3,2.1,5,4,4,3.1
1415,Mélanie,France,Paris,53.83,114.64,M,Berber,23,5.0,3.8,1.9,1.7,1,1,5,3.1
736,Thuy Linh,Vietnam,Nha Trang,26.55,-53.48,F,Thai,29,2.3,4.8,3.3,2.0,1,2,3,3.0999999999999996
1937,Hannah,Australia,Adelaide,-58.39,41.89,F,Indigenous,23,2.3,2.0,4.8,3.3,1,1,3,3.0999999999999996
321,Li Zhen,China,Chengdu,35.0,-171.74,M,Zhuang,22,3.5,2.7,1.9,4.3,1,2,4,3.0999999999999996
407,Esteban,Argentina,Buenos Aires,-53.82,65.15,F,Indigenous,23,4.5,4.7,1.5,1.7,4,3,3,3.0999999999999996
1438,Bhupendra,India,Kolkata,78.17,165.37,F,Hindu,29,2.6,4.6,3.7,1.5,1,1,5,3.0999999999999996
1524,Renato,Italy,Florence,81.15,-139.35,M,Sardinian,20,1.5,4.8,4.4,1.7,4,2,5,3.0999999999999996
1969,Fady,Egypt,Cairo,-22.11,81.7,F,Berber,21,3.7,4.3,3.3,1.0,2,5,1,3.075
899,Xu Jie,China,Beijing,-28.35,-101.28,M,Uighur,29,3.4,4.0,2.4,2.5,3,2,5,3.075
171,Maimoona el-Soliman,Turkey,Ankara,39.91,32.84,F,NAN,21,2.8,2.6,3.9,3.0,4,3,4,3.075
2160,Zainab,Egypt,Alexandria,-0.84,99.91,M,Other,22,1.4,4.5,4.4,2.0,1,4,4,3.075
638,Thiago,Brazil,Brasília,8.11,-147.25,M,Asian,18,1.5,4.5,2.4,3.9,2,1,1,3.075
532,Rafael,Germany,Berlin,73.84,88.84,M,German,19,4.4,1.8,2.1,4.0,3,5,4,3.075
676,Rosa,Mexico,Monterrey,-73.65,-90.35,F,Asian,28,2.5,3.7,2.7,3.4,1,5,4,3.075
726,Hilda,Mexico,Guadalajara,-70.21,-9.18,F,Black,20,2.6,4.7,3.8,1.2,4,5,5,3.075
515,Li Hua,China,Shenzhen,-9.6,-140.48,M,Tibetan,25,2.3,4.5,1.7,3.8,2,4,4,3.075
264,Murtidevi Chung,Japan,Tokyo,35.69,139.75,F,Japanese,21,2.9,3.9,3.5,2.0,4,5,4,3.075
1797,Isaac,Australia,Perth,-78.88,-91.76,F,Indigenous,22,3.9,2.6,2.1,3.7,4,3,3,3.075
1348,Johanna,Germany,Munich,15.22,143.59,M,Russian,30,3.0,3.1,4.8,1.4,4,2,1,3.0749999999999997
1517,Amr,Egypt,Luxor,-66.47,130.38,M,Bedouin,20,1.7,2.4,4.2,3.9,5,5,1,3.0500000000000003
782,Thanh Son,Vietnam,Cần Thơ,-48.99,43.9,F,Thai,22,2.6,4.4,3.8,1.4,1,1,1,3.0500000000000003
349,Carlos,Argentina,Cordoba,35.98,65.38,F,Arab,26,3.0,2.8,3.5,2.9,3,2,3,3.0500000000000003
94,Devon Miranda,Colombia,Pereira,4.81,-75.7,M,NAN,20,3.7,3.7,3.8,1.0,5,5,5,3.05
829,Inna,Russia,Saint Petersburg,6.38,142.32,M,Ukrainian,28,3.4,2.0,2.2,4.6,3,3,3,3.05
1183,Hai Nguyen,Vietnam,Cần Thơ,-10.4,64.18,F,Tay,23,2.4,2.5,2.7,4.6,2,5,1,3.05
615,Sara,Egypt,Giza,45.57,-108.37,M,Bedouin,23,1.2,3.9,2.4,4.7,1,5,1,3.05
2187,Éric,France,Paris,-20.99,-127.99,M,African,30,4.7,2.7,2.1,2.7,4,4,2,3.05
996,Yunho,South Korea,Busan,-33.9,-50.1,M,Korean,26,3.2,2.9,1.8,4.3,2,5,4,3.05
988,Lucia,Brazil,Brasília,-87.68,-99.5,M,Pardo,26,1.6,4.6,3.8,2.2,1,3,5,3.05
651,Anh Tu,Vietnam,Hà Nội,-70.84,-7.12,M,Kinh,23,2.9,3.2,3.5,2.6,2,1,2,3.05
682,Zhang Wei,China,Shenzhen,8.16,69.57,F,Han,27,1.4,1.7,4.2,4.9,2,2,1,3.05
879,Ramon,Mexico,Mexico City,48.5,-42.22,M,White,27,3.5,4.5,3.2,1.0,5,1,4,3.05
482,Luciano,Brazil,Rio de Janeiro,-34.78,65.18,F,White,30,3.3,1.8,4.0,3.1,5,3,4,3.05
1601,Géraldine,France,Lyon,80.71,127.31,M,African,30,4.3,4.4,2.3,1.2,4,5,2,3.05
218,Nicole Patria,China,Chongqing,29.56,106.55,F,Zhuang,24,3.9,3.3,3.0,2.0,3,5,5,3.05
453,He Jing,China,Shanghai,-52.87,48.67,M,Uighur,28,4.3,3.8,1.3,2.7,1,1,3,3.0250000000000004
704,Elizaveta,Russia,Moscow,-63.48,-170.01,F,Bashkir,30,3.2,3.5,2.6,2.8,2,5,4,3.0250000000000004
1275,Luigi,Italy,Turin,-26.06,-171.71,M,North African,18,1.4,2.0,4.0,4.7,2,5,4,3.0250000000000004
398,Sienna,United States of America,Los Angeles,59.68,124.36,F,Native American,28,1.7,4.7,2.2,3.5,5,1,5,3.0250000000000004
816,Sujin,South Korea,Daegu,-65.57,106.67,M,Korean,24,3.4,1.8,4.9,2.0,2,5,3,3.0250000000000004
1531,Tatiana,Russia,Yekaterinburg,-4.1,-119.07,M,Chuvash,18,2.5,4.4,2.2,3.0,5,2,2,3.0250000000000004
344,Belen,Argentina,Buenos Aires,29.26,126.8,M,Mestizo,28,1.6,2.0,3.9,4.6,3,3,5,3.025
2052,He Mei,China,Beijing,75.02,127.9,F,Zhuang,30,2.0,3.5,3.6,3.0,1,4,3,3.025
1837,Eliane,Brazil,São Paulo,60.14,-160.86,F,Indigenous,30,4.7,1.2,1.6,4.6,1,4,4,3.025
571,Chantal,France,Toulouse,-82.79,139.71,F,French,25,1.1,1.9,4.5,4.6,2,2,2,3.025
435,Ethan,Canada,Vancouver,-15.77,148.66,M,Other,28,3.9,2.8,1.8,3.6,2,4,4,3.025
1546,Elise,United States of America,Phoenix,-16.8,-156.24,F,Black or African American,24,2.6,3.5,1.8,4.2,5,2,5,3.025
1498,Patricia,Argentina,Cordoba,-26.05,41.31,F,Indigenous,27,3.8,1.9,2.3,4.1,2,3,2,3.0249999999999995
9,Maa'iz al-Dia,Turkey,Istanbul,41.02,28.96,M,NAN,22,2.4,2.8,3.8,3.0,5,5,4,3.0
1110,Liu Tao,China,Shenzhen,-56.94,-149.6,F,Zhuang,27,3.6,4.6,2.3,1.5,5,1,2,3.0
848,Alfred,United States of America,Los Angeles,28.18,176.15,M,White,27,1.9,4.9,2.9,2.3,2,3,4,3.0
1233,Tarun,India,Chennai,34.12,-153.13,F,Sikh,25,1.1,4.9,3.7,2.3,4,4,5,3.0
1367,Tamer,Egypt,Aswan,49.77,-163.68,F,Nubian,29,2.2,3.2,2.8,3.8,5,3,4,3.0
372,Amelia,Australia,Adelaide,73.82,-103.29,F,English,25,1.6,4.1,2.0,4.3,2,4,4,3.0
194,Chue Fue Richter,China,Qiqihar,47.34,123.97,M,Han,23,3.0,3.6,1.4,4.0,5,3,4,3.0
1280,Sheetal,India,Bangalore,-83.49,-173.6,F,Hindu,21,1.5,4.3,3.8,2.4,1,3,2,3.0
87,Juan Guerrero Camacho,Mexico,Mexico,19.43,-99.14,M,Mestizo,21,2.8,3.7,3.5,2.0,4,4,5,3.0
916,Seonghyun,South Korea,Seoul,-59.23,173.63,F,Japanese,20,2.4,3.4,2.3,3.9,5,1,1,3.0
917,Sanjay,India,Delhi,10.33,103.89,F,Christian,24,3.3,3.0,4.2,1.5,5,1,5,3.0
1380,Liu Hong,China,Beijing,-49.0,-97.24,F,Mongol,23,4.2,1.1,3.9,2.7,3,5,3,2.9750000000000005
377,Hyewon,South Korea,Gwangju,30.1,71.82,F,Other,27,3.3,2.9,4.3,1.4,5,4,1,2.975
10,Maja Nicholson,United States of America,Dallas,32.78,-96.8,F,,23,3.4,3.5,0.0,5.0,4,2,0,2.975
2224,Ayaka,Japan,Osaka,15.53,78.9,F,Ainu,22,4.0,3.8,3.0,1.1,5,5,3,2.975
82,Staci Maes,Mexico,Mexico,19.43,-99.14,F,White,23,3.4,2.6,3.9,2.0,5,3,5,2.975
341,Addison,United States of America,New York,71.71,-162.15,M,Native American,19,3.0,1.6,3.0,4.3,5,3,4,2.9749999999999996
1633,Nikolay,Russia,Moscow,52.52,-87.9,F,Russian,27,2.1,4.8,1.7,3.3,2,3,5,2.9749999999999996
365,Elena,Italy,Milan,9.72,2.0,F,Italian,27,3.7,3.0,1.5,3.7,3,2,4,2.9749999999999996
605,Shota,Japan,Osaka,-24.24,110.21,M,Japanese,23,2.7,1.9,2.7,4.6,5,4,3,2.9749999999999996
2103,Élise,France,Marseille,15.01,-119.31,F,Asian,20,3.9,3.4,1.4,3.2,1,3,5,2.9749999999999996
1038,Austin,Canada,Vancouver,14.19,-77.37,F,Indigenous,28,2.2,3.5,4.2,1.9,4,2,5,2.95
1209,Gao Jun,China,Shenzhen,77.78,-65.8,M,Mongol,19,1.0,3.3,4.3,3.2,3,2,2,2.95
976,Zhao Wei,China,Guangzhou,-38.86,14.29,F,Tibetan,20,1.7,4.2,2.1,3.8,1,1,5,2.95
72,Fikra al-Mina,India,Bombay,18.98,72.83,F,Hindu,21,3.1,2.4,3.3,3.0,1,5,4,2.95
544,Viktoria,Russia,Yekaterinburg,-65.76,138.04,F,Bashkir,25,2.6,1.5,5.0,2.7,4,4,5,2.95
871,Dinesh,India,Mumbai,-22.86,114.14,F,Muslim,24,4.2,3.8,2.6,1.2,2,1,3,2.9499999999999997
423,Jakob,Germany,Cologne,59.64,130.76,M,German,20,2.8,3.9,3.4,1.7,3,3,3,2.9499999999999997
565,Jaya,India,Kolkata,44.38,94.65,M,Other,22,4.1,2.5,2.3,2.9,1,4,2,2.9499999999999997
363,Alka,India,Mumbai,2.18,-7.85,F,Muslim,29,2.7,2.9,3.7,2.4,4,5,2,2.9250000000000003
1390,Richa,India,Bangalore,75.71,76.49,F,Hindu,23,4.4,1.7,2.5,3.1,4,4,4,2.9250000000000003
